Constituent Number,Constituent UUID,PGSS Year,Faculty Year,TA RD Years,Received Date,Gift Count,Total Gift Amounts,Largest Gift Amount,Last Gift Date,Last Gift Amount Ever,Months_since_last_donation,last_gift_amount,total_gift_amount,gift_count,LYBUNT_indicator,SYBUNT_Indicator,Never_donator
77255043,c1db1dce-6445-43ae-a0a1-ec70a044bf7a,1990,,,11/22/2015,3,550,350,11/9/2017,50,8.6,50,550,3,1,0,0
77255100,be697f86-64c9-408a-970f-b9303e25b1de,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255101,b6596dde-2c12-4b81-ba61-98160b8262bc,1991,,,11/16/2014,3,250,100,11/18/2015,100,32.7,100,250,3,0,1,0
77255159,06237580-aa9c-4622-a5ee-2659ad9747d0,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255102,1b34fce7-253d-408b-9c50-72610a6ff065,1991,,1994,11/20/2017,1,202.53,202.53,11/20/2017,202.53,8.2,202.53,202.53,1,1,0,0
77255104,4584f1fb-cae5-42a7-b9e6-29de57789961,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255105,288dc17b-136c-4be8-80dc-271a92d93ecc,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255106,6743d4a1-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255107,a8bd6ccf-8c29-482d-ac5d-b2cd1901fac6,1991,,,3/15/2014,9,"2,200.00",500,11/19/2017,250,8.3,250,2200,9,1,0,0
77255108,ab864bf7-4356-4fd6-87f4-572a8cfa7423,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255109,b6ba2100-1860-4519-9f35-911a47b8fa42,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255110,a8a235ea-52b5-4282-8e83-00b2d28d3484,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255111,5c2c412c-6621-402c-a528-9bccf2bbc6f6,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255112,6743d9b5-ed72-11e6-8ec5-1254aa67e287,1991,,,11/19/2017,1,100,100,11/19/2017,100,8.3,100,100,1,1,0,0
77255113,aafbb682-03b0-46e5-b126-786d71c1a61a,1991,,1996,8/18/2011,3,600,200,11/18/2017,200,8.3,200,600,3,1,0,0
77255114,68545ba4-2113-4366-8107-b47ca4f7989c,1991,,,10/5/2012,4,398,100,12/30/2017,100,6.9,100,398,4,1,0,0
77255115,d9fbeb19-12d9-48c6-bd09-346fb1dd891f,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255116,bb39ee1b-585b-4369-a180-6ce550c636fe,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255117,2de776de-2ab7-4453-8a4d-4a65b9dac261,1991,,,11/18/2017,1,500,500,11/18/2017,500,8.3,500,500,1,1,0,0
77255143,d7c7fba8-183e-430c-82c8-b474d05bffd6,1991,,1994,11/16/2014,4,641.91,250,11/18/2017,200,8.3,200,641.91,4,1,0,0
77255118,bd68f5eb-6934-4a7a-9d64-dde31433d9a3,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255119,b8de8a3f-31d0-4749-984a-ac3b874e5d0a,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255148,cb7978de-9b41-471d-b378-9e5ab974c262,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255120,6882ec7b-79b5-4c78-93e7-6a5a5e46f675,1991,,,9/25/2012,2,134,75,6/25/2013,75,61.9,75,134,2,0,1,0
77255121,8b287cd6-b1fd-45c8-8f5b-49d9fa994987,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255122,466047ba-44da-4824-b684-d4df3a72ef3b,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255136,747bfa84-9774-4752-b60d-2434ad959a40,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255123,f55942c1-35be-4c7b-8b8e-546125f7e1af,1991,,,3/14/2013,7,474.09,103.18,11/19/2017,103.18,8.3,103.18,474.09,7,1,0,0
77255124,5179b71b-fe84-4dbe-8078-2c7431611c84,1991,,,11/16/2017,1,50,50,11/16/2017,50,8.4,50,50,1,1,0,0
77255125,85fd07fc-4e66-4a99-bf2b-d4849efa7c98,1991,,,8/14/2011,2,200,100,11/18/2015,100,32.7,100,200,2,0,1,0
77255126,f87d1fb8-20df-4da1-8ebb-657dafa5b78a,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255127,f6e54cbb-d546-4192-91c7-39bbf656a6da,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255128,0caee32b-9ae0-4a3f-bfc4-a581b2f45a7f,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255129,f41118d5-e023-4615-bc96-17c1b2891003,1991,,,11/22/2015,1,100,100,11/22/2015,100,32.5,100,100,1,0,1,0
77255130,dc079610-1fb2-434d-98e5-8d26ca6bf5cf,1991,,,11/18/2017,1,103.18,103.18,11/18/2017,103.18,8.3,103.18,103.18,1,1,0,0
77255182,9ace7271-1da5-40e9-9535-00bb9e881956,1991,,1994,11/22/2015,4,250,100,11/14/2017,100,8.4,100,250,4,1,0,0
77255131,f71d7ae5-c6f4-454c-9d82-5205831c3be5,1991,,,3/15/2014,6,575,150,11/18/2017,100,8.3,100,575,6,1,0,0
77255132,ae216c00-a63f-41a8-ad18-e9edfedc7449,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255103,6743d175-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255133,ca93c10c-66ba-46dc-b863-15773638c8ed,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255135,0a5e3b84-be92-4020-a173-8576c5c70e5d,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255137,08856b0f-6e85-4aee-9158-c71d5597f05d,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255138,02aeb293-3a91-4996-8af5-eeb7b335966d,1991,,,12/31/2012,1,100,100,12/31/2012,100,67.7,100,100,1,0,1,0
77255139,f324101b-db8f-44ba-bed9-e743276ea939,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255161,b21f58b1-e81d-45e7-9773-9e5f40134a4f,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255140,70754a17-6bd6-4a36-9a82-bbf6a349df9a,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255141,657b2cb8-1676-49b8-930a-c1aba0051574,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255142,5c99ac59-81f5-4874-9f35-5ed6b35a2ace,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255144,7eca7723-8802-4b34-b871-8130e5466b39,1991,,,11/15/2014,8,990.91,250,11/17/2017,200,8.3,200,990.91,8,1,0,0
77255145,64870fc5-c78f-4106-8e88-864d285c77b2,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255146,3aea0c3c-b2f7-4e20-8e57-367546242582,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255147,499b4b7a-61e0-4fd8-87e8-4a2485f97bab,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255149,6743ef5f-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255150,c620e43d-56d5-43b7-8347-5150c6921902,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255151,2feadeeb-af91-4690-a03c-253971115d40,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255152,873509b4-2c65-43cd-af0b-f5699d63101f,1991,,,11/6/2013,1,200,200,11/6/2013,200,57.4,200,200,1,0,1,0
77255167,6bf7b18d-2522-4c1e-9818-da77b1130d27,1991,,,11/11/2014,1,991.91,991.91,11/11/2014,991.91,45.1,991.91,991.91,1,0,1,0
77255162,2b3f5b07-d0ca-4e54-a990-61f86db86d8d,1991,,,3/11/2014,4,"2,000.00",500,11/18/2017,500,8.3,500,2000,4,1,0,0
77255154,2d55dae7-958b-4313-ab9f-22fa62974000,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255155,6743f4ba-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255156,6d97db5c-4c73-44ed-8965-3b85921a6ee5,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255153,6743f38b-ed72-11e6-8ec5-1254aa67e287,1991,,,11/16/2015,3,"1,000.00",500,11/13/2017,250,8.5,250,1000,3,1,0,0
77255134,d6272c9d-4b9b-49a3-9f6e-02cf752892d0,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255157,6743f5e8-ed72-11e6-8ec5-1254aa67e287,1991,,1994,3/15/2014,4,341.91,100,11/18/2017,100,8.3,100,341.91,4,1,0,0
77255158,ad41caf9-202c-496a-b4f7-975804a7cb66,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255160,6743f7b8-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255163,872c781d-9b8a-4e58-9c27-16d901cfbe79,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255164,2d2473a7-bf1c-4025-84de-80f3102f1974,1991,,,7/23/2016,2,98,75,7/23/2016,23,24.4,23,98,2,0,1,0
77255165,cab81e92-aae1-4767-b788-ff056a7cdbee,1991,,,3/13/2014,2,101.69,51.69,11/21/2016,51.69,20.4,51.69,101.69,2,0,1,0
77255166,5881d32a-fe1d-4784-b69b-890bab6ebc59,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255186,3765c285-8383-456f-a3c4-a5d025cc4ae8,1991,,,1/28/2011,6,"1,000.00",400,12/19/2014,100,43.8,100,1000,6,0,1,0
77255168,81aa4486-1612-443c-8d0b-ded277c3f8ec,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255169,049ebf0c-edc9-4b16-a80c-fa7c94ecfc1a,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255170,911b935c-3b02-4f13-98d7-b4d55ef72a4d,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255171,674400cb-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255172,cecd85fc-b9fc-4a3e-9ceb-5d474469cd09,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255173,674404cf-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255174,9017d6bf-1b9c-4023-84af-bd8aba991a28,1991,,,11/15/2017,1,100,100,11/15/2017,100,8.4,100,100,1,1,0,0
77257851,aa14b9cf-21e9-4793-9d4f-3f5b1d28fd2e,1991,,,9/26/2012,5,900,250,11/19/2017,100,8.3,100,900,5,1,0,0
77255175,fce663d2-c281-4733-8aad-961da81b037a,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255176,81d0d56f-3db3-4726-91f1-8ad01bf81a8f,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255177,e1568edf-c289-4db3-b771-d90b688d97eb,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255178,b7f68e53-f4a7-490a-81f5-41744bc57df5,1991,,1994,,0,0,0,,0,1000,0,0,0,0,0,1
77255179,2ccf04a8-443e-4bbe-8c5a-a8d5ef02351b,1991,,,11/14/2014,1,100,100,11/14/2014,100,45,100,100,1,0,1,0
77255180,e1c4270a-9b03-4b81-af69-8db4bf652089,1991,,,11/19/2017,1,126.4,126.4,11/19/2017,126.4,8.3,126.4,126.4,1,1,0,0
77255181,67440f0b-ed72-11e6-8ec5-1254aa67e287,1991,,1996,,0,0,0,,0,1000,0,0,0,0,0,1
89824110,a0752c36-738a-47ee-9b49-4f9e9456edc3,1991,,,11/19/2017,1,25,25,11/19/2017,25,8.3,25,25,1,1,0,0
77255183,a834d2ee-5291-4c51-ab0a-02f459f0a3cc,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255184,701f9f4b-dd60-415e-aec5-62539b737b10,1991,,"1994, 1995",,0,0,0,,0,1000,0,0,0,0,0,1
77255185,674417fa-ed72-11e6-8ec5-1254aa67e287,1991,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255187,443f8443-fd4c-401f-a98d-a6d70a0d4073,1992,,,11/22/2015,5,195.87,100,11/19/2017,25.95,8.3,25.95,195.87,5,1,0,0
77255188,82b92c57-15f5-466a-b79c-403865462b06,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255189,6d641aae-4287-4e58-ac3d-0fd8933d84b0,1992,,1995,3/12/2013,2,101.69,51.69,11/17/2016,51.69,20.5,51.69,101.69,2,0,1,0
77255231,a2d42e79-3c8a-44c9-99bf-b380ddd42443,1992,,,11/26/2013,1,500,500,11/26/2013,500,56.7,500,500,1,0,1,0
77255190,67442881-ed72-11e6-8ec5-1254aa67e287,1992,,,9/24/2012,9,"5,477.99","2,250.00",11/19/2017,"2,250.00",8.3,2250,5477.99,9,1,0,0
77255191,18831579-3100-4b65-a7de-aa88b06e1976,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255193,6d26cc52-6b80-4ae6-abe2-17f69a9751aa,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255194,92f9baf9-69b5-46a0-91bf-81d8b9aae038,1992,,,11/5/2014,50,"5,965.00","1,000.00",7/12/2018,80,0.4,80,5965,50,0,0,0
77255195,ea846ee3-5c99-451e-bc5b-ad83e426270f,1992,,,3/12/2014,4,350,100,11/20/2016,100,20.4,100,350,4,0,1,0
77255197,126be89a-9cb1-4a03-9609-edaa9dc27422,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255199,674433cc-ed72-11e6-8ec5-1254aa67e287,1992,,,11/16/2014,3,100,50,11/20/2016,25,20.4,25,100,3,0,1,0
77255266,8789c28e-d28e-47df-8f46-bb79be3ba86c,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255201,24ab9fcd-7e5b-4c32-b03b-8fc95655b1a2,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255204,19fce1a4-7d5e-461e-8aea-77fe408565d9,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255205,76ed739b-963d-4a93-8e45-987b829c20dd,1992,,,10/6/2012,2,348,250,11/11/2015,250,32.9,250,348,2,0,1,0
77255206,74f38cf2-3f8f-4893-b22a-bcfb60e34b7c,1992,,,3/12/2014,3,100,50,11/9/2017,50,8.6,50,100,3,1,0,0
77255207,f28170fc-3e68-44f6-8497-d3bfebf4591c,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255208,9f804913-b72a-409b-8968-8745eb603b3b,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255209,4edfd28e-95d0-43d3-897a-e19245622098,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255210,4b25cf21-4b1b-42a6-9c9d-94a40876bde7,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255211,ba4ede65-296f-4a9f-9541-5f9daab278d4,1992,,,11/9/2016,1,25,25,11/9/2016,25,20.8,25,25,1,0,1,0
77255192,ff056092-a15c-448c-8668-fb3b8a7f61ee,1992,,,4/17/2011,1,20,20,4/17/2011,20,88.5,20,20,1,0,1,0
77255212,92fcf925-7bff-4793-aa1a-bfd13c9184ce,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255213,14ed132d-3ee7-4c31-8884-9c6abfa43223,1992,,,10/5/2012,1,"5,000.00","5,000.00",10/5/2012,"5,000.00",70.6,5000,5000,1,0,1,0
77255214,67443c88-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255202,fad3700c-3611-4b94-911b-9891c5c34fa8,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255215,269c3086-e142-451f-a3e3-b5905d4a4148,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255217,d7b9d07b-55d1-40ed-b132-58833d75d663,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255218,81d54e71-266e-4a12-b087-3f323e9020b6,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255219,36cbf014-aada-4c42-ad75-b3b1e2399a83,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255220,f6f2648e-3b6b-4fa9-9725-b2cfe04c712e,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255221,8a0ab42a-49e9-403d-8b33-4f46b0d10074,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255222,67444124-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255223,1653ac2c-d543-4580-a59b-27f9c039a205,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255224,9feff933-2259-4618-a2bc-4f8dde7fbcea,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255226,9f7dba97-76a3-42d7-80c1-8505b2fa9e4e,1992,,1997,,0,0,0,,0,1000,0,0,0,0,0,1
77255227,de80e4ff-f2ac-4479-be1a-776500fc9eb9,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255229,a2bd94b5-edf3-4afc-848f-1d831b7f8ac9,1992,,,3/12/2014,6,650,150,11/8/2017,100,8.6,100,650,6,1,0,0
77255230,92bd28f0-517d-4c28-81b8-d3b917f21389,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255232,674449b6-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255233,55582830-a73d-4671-9c34-bc33456ce306,1992,,,9/20/2012,3,151.69,51.69,11/19/2017,50,8.3,50,151.69,3,1,0,0
77255234,3a965dc6-75a6-4f5e-be81-1dd7bf10585d,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255254,76398b58-6b63-468c-abb1-5f352a8667b4,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255216,596a22f1-a11d-4943-8b36-d23730c530cc,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255196,f2619964-fbc6-42f0-b763-c8c22cf58c43,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255237,67444de2-ed72-11e6-8ec5-1254aa67e287,1992,,,4/14/2011,4,803.18,500,11/7/2017,500,8.7,500,803.18,4,1,0,0
77255238,96c3e6f6-b0db-4a1b-9b89-42594eb5a69b,1992,,,3/14/2014,1,100,100,3/14/2014,100,53.1,100,100,1,0,1,0
77254355,673a5419-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255235,67444c39-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255239,67444f81-ed72-11e6-8ec5-1254aa67e287,1992,,,3/12/2013,4,351.69,100,11/17/2016,51.69,20.5,51.69,351.69,4,0,1,0
77255240,67445052-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255241,590a1a13-9092-4ada-93ea-a3278ffa7954,1992,,,11/9/2014,1,100,100,11/9/2014,100,45.1,100,100,1,0,1,0
77255242,dabd015f-87e8-4097-8e84-1097f0119475,1992,,,11/11/2014,4,254.87,103.18,11/19/2017,103.18,8.3,103.18,254.87,4,1,0,0
77255243,5e935cf7-13f2-4a71-bd3a-16c64f0de562,1992,,,11/18/2016,1,250,250,11/18/2016,250,20.5,250,250,1,0,1,0
77254352,673a51cd-ed72-11e6-8ec5-1254aa67e287,1992,,,11/22/2015,3,"1,250.00",500,11/19/2017,500,8.3,500,1250,3,1,0,0
77255244,f6ccc6c2-61ee-4c07-9171-95b8e3a433e2,1992,,,11/9/2016,2,"3,000.00","2,000.00",11/19/2017,"1,000.00",8.3,1000,3000,2,1,0,0
77257848,e1497989-2f48-4432-b698-44a94ce53ce8,1992,,,11/12/2014,7,"2,300.00",500,12/15/2017,500,7.4,500,2300,7,1,0,0
77255245,e96e059d-2eae-46fe-9442-caf4ea036463,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255264,6788676f-c816-4e15-a0bc-4f8a951d89a6,1992,,,11/20/2016,1,25,25,11/20/2016,25,20.4,25,25,1,0,1,0
77255246,67445483-ed72-11e6-8ec5-1254aa67e287,1992,,,11/17/2016,1,51.69,51.69,11/17/2016,51.69,20.5,51.69,51.69,1,0,1,0
77255203,3f1cd752-dfa1-4d6a-b5af-c92c3e907fee,1992,,,11/17/2014,1,100,100,11/17/2014,100,44.9,100,100,1,0,1,0
77255247,2da668d0-4f54-4d40-b3d1-cee6ef9d32b8,1992,,,11/4/2014,2,700,500,11/4/2014,200,45.3,200,700,2,0,1,0
77255248,612572bd-f389-4fa0-968e-66edaf430648,1992,,,3/12/2014,4,678.18,300,11/18/2016,103.18,20.5,103.18,678.18,4,0,1,0
77255200,21d329a6-88e0-448f-a8c1-07f0ffc28ebd,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255249,67445634-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255250,4411b587-c332-48b9-bd61-9a5bb9e0def5,1992,,,11/8/2016,2,200,100,11/19/2017,100,8.3,100,200,2,1,0,0
77255251,5f905b8a-243e-4b54-a0af-d7e3fc372e34,1992,,,4/20/2011,1,15,15,4/20/2011,15,88.4,15,15,1,0,1,0
77255252,7abb0b10-41cc-4b8e-955b-bef96430b249,1992,,"1995, 1996, 1997, 1998",9/14/2011,3,353.18,200,11/14/2016,103.18,20.6,103.18,353.18,3,0,1,0
77255253,d5e013ed-7324-4b05-aaaa-5123425bc014,1992,,1995,,0,0,0,,0,1000,0,0,0,0,0,1
77255256,a9ce3b1b-c432-453c-91a6-d29b5b7cdbc5,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255257,3a9a85f1-9b6a-4e7d-bfe5-486ebe7a9ed5,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255236,f2b7be4f-eef8-4d2e-b710-eb186bb6c960,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255258,bab4db9a-63c6-4398-880d-543648881e97,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255259,3eef3353-9813-4f82-915e-ddfa5e7b1bb3,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255225,c7225551-8955-46bc-bc0a-7dc93a8fa5d5,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255260,5f0f6f8a-3054-4d82-a3ed-8a702a1df18e,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255261,d4a253db-27c6-4c25-ba6d-290dca15797c,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255262,9af9a054-8f3d-4ff7-aab4-7ec57df1c41a,1992,,,4/19/2011,1,334,334,4/19/2011,334,88.5,334,334,1,0,1,0
77255263,67445f52-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255228,a31097b7-edd9-4b10-84d5-bb7a32afc473,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255255,85d3f262-613c-4c72-80b0-628c2f1a4ffd,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255265,e4f3c176-bc13-4335-845c-b058eff7cdea,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255267,674461a5-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255268,75e06dd2-3cb6-4e92-bc92-3485c34e1e08,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255269,7d6166d5-d91a-40a3-a951-abe871f64d6a,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255198,67443333-ed72-11e6-8ec5-1254aa67e287,1992,,,9/26/2011,5,225,50,11/19/2017,50,8.3,50,225,5,1,0,0
77255270,e3ddec54-a75f-4a20-836e-8103267f070e,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255271,ffbd70f1-a421-4761-96eb-82417673e8a2,1992,,,10/23/2013,9,"4,250.00",500,1/1/2018,500,6.8,500,4250,9,0,0,0
77255272,6744647e-ed72-11e6-8ec5-1254aa67e287,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255273,de02d2cd-cf69-4422-a30f-2e3583068d9c,1992,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255274,8f34cf25-d2e6-436b-ac63-dda2d084a4dd,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255275,67446665-ed72-11e6-8ec5-1254aa67e287,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255316,5da52338-b575-4b31-8baf-8026c4db5e43,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255276,7e5f76fd-4069-4316-b5ff-d345e220348f,1993,,1996,,0,0,0,,0,1000,0,0,0,0,0,1
77255277,a3ba0543-5503-4cd0-bae3-5463e8badb78,1993,,,11/12/2014,1,100,100,11/12/2014,100,45,100,100,1,0,1,0
77255279,3cc9ff00-54c2-4dee-bcf9-182710d03154,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255280,47f4ad96-ad60-4db5-b614-22d2feaeefc7,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255281,f3eb262f-850a-4f0f-8a17-8f5efe784d76,1993,,,4/12/2011,1,200,200,4/12/2011,200,88.7,200,200,1,0,1,0
77255282,5807aef6-8626-498a-be3a-89998bfc1b61,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255283,1af25419-92b3-435a-941d-1a086ed3206f,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
89822520,b8dee70a-64d7-49c7-8abf-0cf635304ca4,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255285,6ca6dbde-6c1d-4a14-9976-7c409a460d68,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255286,67446e9a-ed72-11e6-8ec5-1254aa67e287,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255287,26205ec3-b391-468c-9d5c-4818c804541d,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255288,b6d609a4-7113-435d-b06d-3a4eb9e4a7f0,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255289,674470e2-ed72-11e6-8ec5-1254aa67e287,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255290,d3c9c549-0052-4de7-9b02-fc8664fca87e,1993,,,11/22/2015,4,265.55,100,11/10/2017,93.93,8.6,93.93,265.55,4,1,0,0
77255291,15b5ca05-91ab-4307-b1c5-c26e1d45e29e,1993,,,11/10/2014,5,544.57,123.71,11/14/2016,123.71,20.6,123.71,544.57,5,0,1,0
77255292,7f96520e-d2c8-456a-8ea3-9fe727fffc5b,1993,,1996,,0,0,0,,0,1000,0,0,0,0,0,1
77255302,0bf7b6e9-5184-43d9-af93-e300675d72c1,1993,,,11/15/2014,2,"1,229.97","1,029.97",11/19/2016,"1,029.97",20.4,1029.97,1229.97,2,0,1,0
77255293,67447629-ed72-11e6-8ec5-1254aa67e287,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255294,674476ba-ed72-11e6-8ec5-1254aa67e287,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255295,0e4416ea-e03b-40ce-9989-63e9dc0622f6,1993,,1996,11/22/2015,2,150,100,11/22/2015,50,32.5,50,150,2,0,1,0
77255278,e97a0013-3c35-49d8-b6f5-d53205496d3b,1993,,"1996, 1997",10/18/2013,4,395.27,199.3,11/10/2017,199.3,8.6,199.3,395.27,4,1,0,0
77255296,d239c375-b3f5-4c60-bf6e-911003c9c245,1993,,,,0,0,0,,0,1000,0,0,0,0,0,1
